,CODICE COMPLESSO,DENOMINAZIONE COMPLESSO,CODICE EDIFICIO,DENOMINAZIONE EDIFICIO,INDIRIZZO,CIVICO,COMUNE,CONDOMINIO,full_address,lat,lon
0,100017,PONTI,10001708,DEL TURCHINO 20 C-D (VIA),VIA DEL TURCHINO,20,MILANO,,VIA DEL TURCHINO 20 MILANO,45.4518933,9.2280527
1,100017,PONTI,10001709,DEL TURCHINO 20 E-F (VIA),VIA DEL TURCHINO,20,MILANO,,VIA DEL TURCHINO 20 MILANO,45.4518933,9.2280527
2,100017,PONTI,10001710,DEL TURCHINO 20 G (VIA),VIA DEL TURCHINO,20,MILANO,,VIA DEL TURCHINO 20 MILANO,45.4518933,9.2280527
3,100017,PONTI,10001711,DEL TURCHINO 20 H (VIA),VIA DEL TURCHINO,20,MILANO,,VIA DEL TURCHINO 20 MILANO,45.4518933,9.2280527
4,100017,PONTI,10001712,DEL TURCHINO 22 A (VIA),VIA DEL TURCHINO,22,MILANO,,VIA DEL TURCHINO 22 MILANO,45.4518933,9.2280527
5,100017,PONTI,10001713,DEL TURCHINO 22 B (VIA),VIA DEL TURCHINO,22,MILANO,,VIA DEL TURCHINO 22 MILANO,45.4518933,9.2280527
6,100017,PONTI,10001714,DEL TURCHINO 22 C-D (VIA),VIA DEL TURCHINO,22,MILANO,,VIA DEL TURCHINO 22 MILANO,45.4518933,9.2280527
7,100017,PONTI,10001716,DEL TURCHINO 18 (VIA),VIA DEL TURCHINO,18,MILANO,,VIA DEL TURCHINO 18 MILANO,45.4516612,9.2271411
8,100017,PONTI,10001717,DEL TURCHINO 20 (VIA),VIA DEL TURCHINO,20,MILANO,,VIA DEL TURCHINO 20 MILANO,45.4518933,9.2280527
9,100018,XXII MARZO,10001801,"SANTA MARIA DEL SUFFRAGIO, 2 (PIAZZA)",VIA MOROSINI EMILIO,4,MILANO,,VIA MOROSINI EMILIO 4 MILANO,45.4615841,9.2111592
10,100019,D'AGRATE-PISMONTE,10001901,PISMONTE 8 (VIA),VIA PISMONTE,8,MILANO,,VIA PISMONTE 8 MILANO,45.4364827,9.2160527
11,100019,D'AGRATE-PISMONTE,10001902,MARCO D'AGRATE 11 (VIA),VIA MARCO D'AGRATE,11,MILANO,,VIA MARCO D'AGRATE 11 MILANO,45.436934,9.2111513
12,100020,BARZONI CASETTE,10002001,"BARZONI VITTORIO, 11/A (VIA)",VIA BARZONI VITTORIO,11/A,MILANO,,VIA BARZONI VITTORIO 11/A MILANO,45.4373796,9.2270668
13,100020,BARZONI CASETTE,10002002,BARZONI VITTORIO 11-A (VIA),VIA BARZONI VITTORIO,11/A,MILANO,,VIA BARZONI VITTORIO 11/A MILANO,45.4373796,9.2270668
14,100020,BARZONI CASETTE,10002003,BARZONI VITTORIO 11/A (VIA),VIA BARZONI VITTORIO,11/A,MILANO,,VIA BARZONI VITTORIO 11/A MILANO,45.4373796,9.2270668
15,100020,BARZONI CASETTE,10002004,BARZONI VITTORIO 11/B (VIA),VIA BARZONI VITTORIO,11/B,MILANO,,VIA BARZONI VITTORIO 11/B MILANO,45.4373796,9.2270668
16,100020,BARZONI CASETTE,10002005,"BARZONI VITTORIO, 11/B (VIA)",VIA BARZONI VITTORIO,11/B,MILANO,,VIA BARZONI VITTORIO 11/B MILANO,45.4373796,9.2270668
17,100020,BARZONI CASETTE,10002006,"BARZONI VITTORIO, 11/C (VIA)",VIA BARZONI VITTORIO,11/C,MILANO,,VIA BARZONI VITTORIO 11/C MILANO,45.4373796,9.2270668
18,100021,FULVIO TESTI I,10002101,SUZZANI GIOVANNI 1 (VIALE),VIALE SUZZANI GIOVANNI,1,MILANO,,VIALE SUZZANI GIOVANNI 1 MILANO,45.5201425,9.205604
19,100021,FULVIO TESTI I,10002102,COSTALOVARA 1 (VIA),VIA COSTALOVARA,1,MILANO,,VIA COSTALOVARA 1 MILANO,45.5044215,9.1946081
20,100022,OSPEDALE CA' GRANDA,10002201,CA' GRANDA 44 A-B-C-D-E-F (VIALE),VIALE CA'GRANDA,44,MILANO,SI,VIALE CA'GRANDA 44 MILANO,45.5087493,9.1917205
21,100022,OSPEDALE CA' GRANDA,10002202,CA' GRANDA 44 G-H-I-L-M (VIALE),VIALE CA'GRANDA,44,MILANO,SI,VIALE CA'GRANDA 44 MILANO,45.5087493,9.1917205
22,100022,OSPEDALE CA' GRANDA,10002203,CA' GRANDA 44 N (VIALE),VIALE CA'GRANDA,44,MILANO,SI,VIALE CA'GRANDA 44 MILANO,45.5087493,9.1917205
23,100022,OSPEDALE CA' GRANDA,10002204,CA' GRANDA 44 O (VIALE),VIALE CA'GRANDA,44,MILANO,SI,VIALE CA'GRANDA 44 MILANO,45.5087493,9.1917205
24,100022,OSPEDALE CA' GRANDA,10002205,CA' GRANDA 44 P (VIALE),VIALE CA'GRANDA,44,MILANO,SI,VIALE CA'GRANDA 44 MILANO,45.5087493,9.1917205
25,100023,FULVIO TESTI II,10002301,RAPALLO 1 A-B-C (LARGO),LARGO RAPALLO,1,MILANO,SI,LARGO RAPALLO 1 MILANO,45.5063317,9.1923398
26,100023,FULVIO TESTI II,10002302,RAPALLO 1 D-E-F (LARGO),LARGO RAPALLO,1,MILANO,SI,LARGO RAPALLO 1 MILANO,45.5063317,9.1923398
27,100023,FULVIO TESTI II,10002303,RAPALLO 1 G-H-I (LARGO),LARGO RAPALLO,1,MILANO,SI,LARGO RAPALLO 1 MILANO,45.5063317,9.1923398
28,100023,FULVIO TESTI II,10002304,RAPALLO 2 A-B-C (LARGO),LARGO RAPALLO,2,MILANO,SI,LARGO RAPALLO 2 MILANO,45.5063317,9.1923398
29,100023,FULVIO TESTI II,10002305,RAPALLO 2 A-D-E-F (LARGO),LARGO RAPALLO,2,MILANO,SI,LARGO RAPALLO 2 MILANO,45.5063317,9.1923398
30,100023,FULVIO TESTI II,10002306,MONTI PADRE LUIGI 18-20-22-24 (VIA),VIA MONTI PADRE PIER LUIGI,24/D,MILANO,,VIA MONTI PADRE PIER LUIGI 24/D MILANO,45.5053767,9.1930893
31,100023,FULVIO TESTI II,10002307,VAL DAONE 1 (VIA),VIA VAL DAONE,1,MILANO,,VIA VAL DAONE 1 MILANO,45.5062338,9.1938534
32,100023,FULVIO TESTI II,10002308,VAL DAONE 3 (VIA),VIA VAL DAONE,3,MILANO,,VIA VAL DAONE 3 MILANO,45.5062338,9.1938534
33,100023,FULVIO TESTI II,10002309,MONTI PADRE LUIGI 16 A-B-C (VIA),VIA MONTI PADRE PIER LUIGI,16,MILANO,SI,VIA MONTI PADRE PIER LUIGI 16 MILANO,45.5052978,9.193646
34,100023,FULVIO TESTI II,10002310,MONTI PADRE LUIGI 16 D-E-F (VIA),VIA MONTI PADRE PIER LUIGI,16,MILANO,SI,VIA MONTI PADRE PIER LUIGI 16 MILANO,45.5052978,9.193646
35,100023,FULVIO TESTI II,10002311,VAL CISMON 4 A-B (VIA),VIA VAL CISMON,4,MILANO,,VIA VAL CISMON 4 MILANO,45.5056954,9.1958197
36,100023,FULVIO TESTI II,10002312,VAL CISMON  4  C-D  (VIA),VIA VAL CISMON,4,MILANO,,VIA VAL CISMON 4 MILANO,45.5056954,9.1958197
37,100023,FULVIO TESTI II,10002313,VAL CISMON  4  E-F  (VIA),VIA VAL CISMON,4,MILANO,,VIA VAL CISMON 4 MILANO,45.5056954,9.1958197
38,100023,FULVIO TESTI II,10002314,VAL CISMON  2  A-B (VIA),VIA VAL CISMON,2,MILANO,,VIA VAL CISMON 2 MILANO,45.5056954,9.1958197
39,100023,FULVIO TESTI II,10002315,VAL CISMON  2  C-D (VIA),VIA VAL CISMON,2,MILANO,,VIA VAL CISMON 2 MILANO,45.5056954,9.1958197
40,100023,FULVIO TESTI II,10002316,VAL CISMON  2  E-F  (VIA),VIA VAL CISMON,2,MILANO,,VIA VAL CISMON 2 MILANO,45.5056954,9.1958197
41,100023,FULVIO TESTI II,10002317,"VAL DI NIEVOLE, 1 A-B (VIA)",VIA VAL DI NIEVOLE,1,MILANO,,VIA VAL DI NIEVOLE 1 MILANO,45.5051037,9.1963178
42,100023,FULVIO TESTI II,10002318,"VAL DI NIEVOLE, 1 C-D (VIA)",VIA VAL DI NIEVOLE,1,MILANO,,VIA VAL DI NIEVOLE 1 MILANO,45.5051037,9.1963178
43,100023,FULVIO TESTI II,10002319,"VAL DI NIEVOLE, 1 E-F (VIA)",VIA VAL DI NIEVOLE,1,MILANO,,VIA VAL DI NIEVOLE 1 MILANO,45.5051037,9.1963178
44,100023,FULVIO TESTI II,10002320,"VAL CISMON, 3 A-B (VIA)",VIA VAL CISMON,3,MILANO,,VIA VAL CISMON 3 MILANO,45.5056954,9.1958197
45,100023,FULVIO TESTI II,10002321,"VAL CISMON, 3 C-D (VIA)",VIA VAL CISMON,3,MILANO,,VIA VAL CISMON 3 MILANO,45.5056954,9.1958197
46,100023,FULVIO TESTI II,10002322,MONTI PADRE LUIGI 9 A-B-C (VIA),VIA MONTI PADRE PIER LUIGI,9,MILANO,SI,VIA MONTI PADRE PIER LUIGI 9 MILANO,45.5053767,9.1930893
47,100023,FULVIO TESTI II,10002323,MONTI PADRE LUIGI 15 A-B-C (VIA),VIA MONTI PADRE PIER LUIGI,15,MILANO,SI,VIA MONTI PADRE PIER LUIGI 15 MILANO,45.5051525,9.1938215
48,100023,FULVIO TESTI II,10002324,MONTI PADRE LUIGI 15 D-E-F (VIA),VIA MONTI PADRE PIER LUIGI,15,MILANO,SI,VIA MONTI PADRE PIER LUIGI 15 MILANO,45.5051525,9.1938215
49,100023,FULVIO TESTI II,10002325,MONTI PADRE LUIGI 23 A-B-C (VIA),VIA MONTI PADRE PIER LUIGI,23,MILANO,SI,VIA MONTI PADRE PIER LUIGI 23 MILANO,45.5053767,9.1930893
50,100023,FULVIO TESTI II,10002326,MONTI PADRE LUIGI 23 D-E-F (VIA),VIA MONTI PADRE PIER LUIGI,23,MILANO,SI,VIA MONTI PADRE PIER LUIGI 23 MILANO,45.5053767,9.1930893
51,100023,FULVIO TESTI II,10002327,MONTI PADRE LUIGI 23 G-H-I (VIA),VIA MONTI PADRE PIER LUIGI,23,MILANO,SI,VIA MONTI PADRE PIER LUIGI 23 MILANO,45.5053767,9.1930893
52,100023,FULVIO TESTI II,10002328,"RAPALLO, 2 (LARGO)",LARGO RAPALLO,2,MILANO,SI,LARGO RAPALLO 2 MILANO,45.5063317,9.1923398
53,100023,FULVIO TESTI II,10002333,RAPALLO 1 (LARGO),LARGO RAPALLO,1,MILANO,SI,LARGO RAPALLO 1 MILANO,45.5063317,9.1923398
54,100024,G. DA BUSSERO,10002401,ASTURIE 8 A-B-C (VIA),VIA ASTURIE,8,MILANO,,VIA ASTURIE 8 MILANO,45.5171291,9.2041563
55,100024,G. DA BUSSERO,10002402,ASTURIE 8 D-E (VIA),VIA ASTURIE,8,MILANO,,VIA ASTURIE 8 MILANO,45.5171291,9.2041563
56,100024,G. DA BUSSERO,10002403,ASTURIE 8 F-G-H (VIA),VIA ASTURIE,8,MILANO,,VIA ASTURIE 8 MILANO,45.5171291,9.2041563
57,100024,G. DA BUSSERO,10002404,ASTURIE 8 I-L (VIA),VIA ASTURIE,8,MILANO,,VIA ASTURIE 8 MILANO,45.5171291,9.2041563
58,100024,G. DA BUSSERO,10002405,ASTURIE 6 A-B-C (VIA),VIA ASTURIE,6,MILANO,,VIA ASTURIE 6 MILANO,45.5169111,9.2049041
59,100024,G. DA BUSSERO,10002406,ASTURIE 6 D-E (VIA),VIA ASTURIE,6,MILANO,,VIA ASTURIE 6 MILANO,45.5169111,9.2049041
60,100024,G. DA BUSSERO,10002407,ASTURIE 6 F-G-H (VIA),VIA ASTURIE,6,MILANO,,VIA ASTURIE 6 MILANO,45.5169111,9.2049041
61,100024,G. DA BUSSERO,10002408,ASTURIE 6 I-L (VIA),VIA ASTURIE,6,MILANO,,VIA ASTURIE 6 MILANO,45.5169111,9.2049041
62,100024,G. DA BUSSERO,10002409,"ASTURIE, 6 (VIA)",VIA ASTURIE,6,MILANO,,VIA ASTURIE 6 MILANO,45.5169111,9.2049041
63,100024,G. DA BUSSERO,10002410,ASTURIE 6 (VIA) - PORTINERIA,VIA ASTURIE,6,MILANO,,VIA ASTURIE 6 MILANO,45.5169111,9.2049041
64,100025,PALMANOVA,10002501,PALMANOVA 59 A-B-C-D (VIA),VIA PALMANOVA,59,MILANO,,VIA PALMANOVA 59 MILANO,45.4962019,9.2350994
65,100025,PALMANOVA,10002502,PALMANOVA 59 D-E (VIA),VIA PALMANOVA,59,MILANO,,VIA PALMANOVA 59 MILANO,45.4962019,9.2350994
66,100025,PALMANOVA,10002503,PALMANOVA 59 F-G-H (VIA),VIA PALMANOVA,59,MILANO,,VIA PALMANOVA 59 MILANO,45.4962019,9.2350994
67,100025,PALMANOVA,10002504,PALMANOVA 59 I-L-M (VIA),VIA PALMANOVA,59,MILANO,,VIA PALMANOVA 59 MILANO,45.4962019,9.2350994
68,100025,PALMANOVA,10002505,"TARABELLA ALDO, 4 A-B (VIA)",VIA TARABELLA ALDO,4,MILANO,,VIA TARABELLA ALDO 4 MILANO,45.49610165,9.23444555
69,100025,PALMANOVA,10002506,"TARABELLA ALDO, 4 C-D-E-F (VIA)",VIA TARABELLA ALDO,4,MILANO,,VIA TARABELLA ALDO 4 MILANO,45.49610165,9.23444555
70,100025,PALMANOVA,10002507,"TARABELLA ALDO, 4 G (VIA)",VIA TARABELLA ALDO,4,MILANO,,VIA TARABELLA ALDO 4 MILANO,45.49610165,9.23444555
71,100025,PALMANOVA,10002508,"TARABELLA ALDO, 4 H-I-L-M (VIA)",VIA TARABELLA ALDO,4,MILANO,,VIA TARABELLA ALDO 4 MILANO,45.49610165,9.23444555
72,100025,PALMANOVA,10002509,CESANA BRUNO 3 A-B-C-D-E-H-I-L (VIA),VIA CESANA BRUNO,3,MILANO,,VIA CESANA BRUNO 3 MILANO,45.4970679,9.2347099
73,100025,PALMANOVA,10002510,CESANA BRUNO 3 E-F-G (VIA),VIA CESANA BRUNO,3,MILANO,,VIA CESANA BRUNO 3 MILANO,45.4970679,9.2347099
74,100026,MONTE ROTONDO,10002601,MONTE ROTONDO 8 A-B-C (VIA),VIA MONTE ROTONDO,8,MILANO,SI,VIA MONTE ROTONDO 8 MILANO,45.5145364,9.194589
75,100026,MONTE ROTONDO,10002602,MONTE ROTONDO 8 D-E-F-G (VIA),VIA MONTE ROTONDO,8,MILANO,SI,VIA MONTE ROTONDO 8 MILANO,45.5145364,9.194589
76,100026,MONTE ROTONDO,10002603,MONTE ROTONDO 8 H-I-L-M (VIA),VIA MONTE ROTONDO,8,MILANO,SI,VIA MONTE ROTONDO 8 MILANO,45.5145364,9.194589
77,100026,MONTE ROTONDO,10002604,MONTE ROTONDO 10 N-O-P (VIA),VIA MONTE ROTONDO,10,MILANO,SI,VIA MONTE ROTONDO 10 MILANO,45.5145364,9.194589
78,100026,MONTE ROTONDO,10002605,MONTE ROTONDO 10 Q (VIA),VIA MONTE ROTONDO,10,MILANO,SI,VIA MONTE ROTONDO 10 MILANO,45.5145364,9.194589
79,100026,MONTE ROTONDO,10002606,MONTE ROTONDO 10 R-S-T-U-V-Z (VIA),VIA MONTE ROTONDO,10,MILANO,SI,VIA MONTE ROTONDO 10 MILANO,45.5145364,9.194589
80,100026,MONTE ROTONDO,10002607,MONTE ROTONDO 14 U (VIA),VIA MONTE ROTONDO,14,MILANO,SI,VIA MONTE ROTONDO 14 MILANO,45.5145364,9.194589
81,100026,MONTE ROTONDO,10002608,MONTE ROTONDO 14 Z (VIA),VIA MONTE ROTONDO,14,MILANO,SI,VIA MONTE ROTONDO 14 MILANO,45.5145364,9.194589
82,100026,MONTE ROTONDO,10002609,MONTE ROTONDO 14 A (VIA),VIA MONTE ROTONDO,14,MILANO,SI,VIA MONTE ROTONDO 14 MILANO,45.5145364,9.194589
83,100026,MONTE ROTONDO,10002610,MONTE ROTONDO 14 E (VIA),VIA MONTE ROTONDO,14,MILANO,SI,VIA MONTE ROTONDO 14 MILANO,45.5145364,9.194589
84,100027,LAMBRO,10002701,UCELLI DI NEMI GUIDO 58 (VIA),VIA UCELLI DI NEMI GUIDO,58,MILANO,,VIA UCELLI DI NEMI GUIDO 58 MILANO,45.4372251934,9.26410603706
85,100028,PRECOTTO,10002801,SOFFREDINI ALFREDO 27 (VIA),VIA SOFFREDINI ALFREDO,27,MILANO,SI,VIA SOFFREDINI ALFREDO 27 MILANO,45.5155727,9.2239955
86,100029,SAN MAMETE,10002901,S. MAMETE 8 (VIA),VIA SAN MAMETE,8,MILANO,,VIA SAN MAMETE 8 MILANO,45.5158521,9.2533149
87,100030,MEDA,10003001,GANDINO CRISTOFORO 12 A-B (VIA),VIA GANDINO CRISTOFORO,12,MILANO,,VIA GANDINO CRISTOFORO 12 MILANO,45.4393903,9.1782416
88,100030,MEDA,10003002,GANDINO CRISTOFORO 12 C-D (VIA),VIA GANDINO CRISTOFORO,12,MILANO,,VIA GANDINO CRISTOFORO 12 MILANO,45.4393903,9.1782416
89,100030,MEDA,10003003,GANDINO CRISTOFORO 12 E-F (VIA),VIA GANDINO CRISTOFORO,12,MILANO,,VIA GANDINO CRISTOFORO 12 MILANO,45.4393903,9.1782416
90,100030,MEDA,10003004,GANDINO CRISTOFORO 10 A-B (VIA),VIA GANDINO CRISTOFORO,10,MILANO,,VIA GANDINO CRISTOFORO 10 MILANO,45.4394275,9.177102
91,100030,MEDA,10003005,GANDINO CRISTOFORO 10 C-D (VIA),VIA GANDINO CRISTOFORO,10,MILANO,,VIA GANDINO CRISTOFORO 10 MILANO,45.4394275,9.177102
92,100030,MEDA,10003006,GANDINO CRISTOFORO 10 E-F (VIA),VIA GANDINO CRISTOFORO,10,MILANO,,VIA GANDINO CRISTOFORO 10 MILANO,45.4394275,9.177102
93,100030,MEDA,10003007,GANDINO CRISTOFORO 10 G-H (VIA),VIA GANDINO CRISTOFORO,10,MILANO,,VIA GANDINO CRISTOFORO 10 MILANO,45.4394275,9.177102
94,100031,BELLINCIONE,10003101,BELLINCIONE BERNARDINO 15 A-B-C (VIA),VIA BELLINCIONE BERNARDINO,15,MILANO,SI,VIA BELLINCIONE BERNARDINO 15 MILANO,45.4872589,9.2383455
95,100031,BELLINCIONE,10003102,BELLINCIONE BERNARDINO 15 D-E-F (VIA),VIA BELLINCIONE BERNARDINO,15,MILANO,SI,VIA BELLINCIONE BERNARDINO 15 MILANO,45.4872589,9.2383455
96,100031,BELLINCIONE,10003103,BELLINCIONE BERNARDINO 15 G-H (VIA),VIA BELLINCIONE BERNARDINO,15,MILANO,SI,VIA BELLINCIONE BERNARDINO 15 MILANO,45.4872589,9.2383455
97,100032,KOERNER,10003201,KOERNER GUGLIELMO 5 A-D (VIA),VIA KOERNER GUGLIELMO,5,MILANO,SI,VIA KOERNER GUGLIELMO 5 MILANO,45.5101771,9.2009051
98,100032,KOERNER,10003202,KOERNER GUGLIELMO 5 B-C (VIA),VIA KOERNER GUGLIELMO,5,MILANO,SI,VIA KOERNER GUGLIELMO 5 MILANO,45.5101771,9.2009051
99,100032,KOERNER,10003203,"SUZZANI GIOVANNI, 88 A (VIALE)",VIALE SUZZANI GIOVANNI,88,MILANO,SI,VIALE SUZZANI GIOVANNI 88 MILANO,45.5201425,9.205604
100,100032,KOERNER,10003204,"SUZZANI GIOVANNI, 88 B-C (VIALE)",VIALE SUZZANI GIOVANNI,88,MILANO,SI,VIALE SUZZANI GIOVANNI 88 MILANO,45.5201425,9.205604
101,100032,KOERNER,10003205,PIANELL SALVATORE 56 A-B (VIA),VIA PIANELL SALVATORE,56,MILANO,SI,VIA PIANELL SALVATORE 56 MILANO,45.5088888,9.2004897
102,100032,KOERNER,10003206,PIANELL SALVATORE 56 (VIA),VIA PIANELL SALVATORE,56,MILANO,SI,VIA PIANELL SALVATORE 56 MILANO,45.5088888,9.2004897
103,100033,CHIARAVALLE,10003301,S. BERNARDO 21 U (VIA),VIA SAN BERNARDO,21,MILANO,SI,VIA SAN BERNARDO 21 MILANO,45.4162012,9.2413826
104,100034,ZINGONE,10003401,MANZONI ALESSANDRO 15 A (VIA),VIA MANZONI ALESSANDRO,15,"TREZZANO SUL
NAVIGLIO",SI,"VIA MANZONI ALESSANDRO 15 TREZZANO SUL
NAVIGLIO",45.4276977,9.0613245
105,100034,ZINGONE,10003402,MANZONI ALESSANDRO 15 B (VIA),VIA MANZONI ALESSANDRO,15,"TREZZANO SUL
NAVIGLIO",SI,"VIA MANZONI ALESSANDRO 15 TREZZANO SUL
NAVIGLIO",45.4276977,9.0613245
106,100034,ZINGONE,10003403,MANZONI ALESSANDRO 15 C (VIA),VIA MANZONI ALESSANDRO,15,"TREZZANO SUL
NAVIGLIO",SI,"VIA MANZONI ALESSANDRO 15 TREZZANO SUL
NAVIGLIO",45.4276977,9.0613245
107,100034,ZINGONE,10003404,CARDUCCI GIOSUE' 86 (VIA),VIA CARDUCCI GIOSUE',86,"TREZZANO SUL
NAVIGLIO",SI,"VIA CARDUCCI GIOSUE' 86 TREZZANO SUL
NAVIGLIO",45.4278172,9.05896
108,100034,ZINGONE,10003405,CARDUCCI GIOSUE' 68 (VIA),VIA CARDUCCI GIOSUE',68,"TREZZANO SUL
NAVIGLIO",SI,"VIA CARDUCCI GIOSUE' 68 TREZZANO SUL
NAVIGLIO",45.427556,9.059332
109,100034,ZINGONE,10003406,CARDUCCI GIOSUE' 50 (VIA),VIA CARDUCCI GIOSUE',50,"TREZZANO SUL
NAVIGLIO",SI,"VIA CARDUCCI GIOSUE' 50 TREZZANO SUL
NAVIGLIO",45.4273654,9.0596036
110,100034,ZINGONE,10003407,CARDUCCI GIOSUE' 96 D (VIA),VIA CARDUCCI GIOSUE',96,"TREZZANO SUL
NAVIGLIO",SI,"VIA CARDUCCI GIOSUE' 96 TREZZANO SUL
NAVIGLIO",45.4278323,9.0589385
111,100034,ZINGONE,10003408,CARDUCCI GIOSUE' 96 E (VIA),VIA CARDUCCI GIOSUE',96,"TREZZANO SUL
NAVIGLIO",SI,"VIA CARDUCCI GIOSUE' 96 TREZZANO SUL
NAVIGLIO",45.4278323,9.0589385
112,100035,RUCELLAI,10003501,RUCELLAI BERNARDO 67 (VIA),VIA RUCELLAI BERNARDO,67,MILANO,SI,VIA RUCELLAI BERNARDO 67 MILANO,45.5110052,9.2152655
113,100036,MONTEGANI I,10003601,SAVOIA GIORGIO 1 A-B (VIA),VIA SAVOIA GIORGIO,1,MILANO,,VIA SAVOIA GIORGIO 1 MILANO,45.4317762,9.1780877
114,100036,MONTEGANI I,10003602,SAVOIA GIORGIO 1 C-D (VIA),VIA SAVOIA GIORGIO,1,MILANO,,VIA SAVOIA GIORGIO 1 MILANO,45.4317762,9.1780877
115,100036,MONTEGANI I,10003603,SAVOIA GIORGIO 1 E-F (VIA),VIA SAVOIA GIORGIO,1,MILANO,,VIA SAVOIA GIORGIO 1 MILANO,45.4317762,9.1780877
116,100036,MONTEGANI I,10003604,SAVOIA GIORGIO 1 G-H (VIA),VIA SAVOIA GIORGIO,1,MILANO,,VIA SAVOIA GIORGIO 1 MILANO,45.4317762,9.1780877
117,100036,MONTEGANI I,10003605,SAVOIA GIORGIO 3 B (VIA),VIA SAVOIA GIORGIO,3,MILANO,,VIA SAVOIA GIORGIO 3 MILANO,45.4317555,9.1787744
118,100036,MONTEGANI I,10003606,SAVOIA GIORGIO 3 C-D (VIA),VIA SAVOIA GIORGIO,3,MILANO,,VIA SAVOIA GIORGIO 3 MILANO,45.4317555,9.1787744
119,100036,MONTEGANI I,10003607,SAVOIA GIORGIO 3 E-F (VIA),VIA SAVOIA GIORGIO,3,MILANO,,VIA SAVOIA GIORGIO 3 MILANO,45.4317555,9.1787744
120,100036,MONTEGANI I,10003608,SAVOIA GIORGIO 3 G-H (VIA),VIA SAVOIA GIORGIO,3,MILANO,,VIA SAVOIA GIORGIO 3 MILANO,45.4317555,9.1787744
121,100036,MONTEGANI I,10003609,SAVOIA GIORGIO 3 A (VIA),VIA SAVOIA GIORGIO,3,MILANO,,VIA SAVOIA GIORGIO 3 MILANO,45.4317555,9.1787744
122,100036,MONTEGANI I,10003610,SAVOIA GIORGIO 3 L (VIA),VIA SAVOIA GIORGIO,3,MILANO,,VIA SAVOIA GIORGIO 3 MILANO,45.4317555,9.1787744
123,100036,MONTEGANI I,10003612,SAVOIA GIORGIO 1 (VIA) - VERDE,VIA SAVOIA GIORGIO,1,MILANO,,VIA SAVOIA GIORGIO 1 MILANO,45.4317762,9.1780877
124,100036,MONTEGANI I,10003613,SAVOIA GIORGIO 3 I (VIA),VIA SAVOIA GIORGIO,3,MILANO,,VIA SAVOIA GIORGIO 3 MILANO,45.4317555,9.1787744
125,100037,MONTEGANI II,10003701,SAVOIA GIORGIO 2 A-B-C (VIA),VIA SAVOIA GIORGIO,2,MILANO,,VIA SAVOIA GIORGIO 2 MILANO,45.4315594,9.1780179
126,100037,MONTEGANI II,10003702,SAVOIA GIORGIO 2 D-E-F (VIA),VIA SAVOIA GIORGIO,2,MILANO,,VIA SAVOIA GIORGIO 2 MILANO,45.4315594,9.1780179
127,100037,MONTEGANI II,10003703,SAVOIA GIORGIO 4 A-B-C-D (VIA),VIA SAVOIA GIORGIO,4,MILANO,,VIA SAVOIA GIORGIO 4 MILANO,45.4315247,9.1789326
128,100037,MONTEGANI II,10003704,SAVOIA GIORGIO 4 E-F-G (VIA),VIA SAVOIA GIORGIO,4,MILANO,,VIA SAVOIA GIORGIO 4 MILANO,45.4315247,9.1789326
129,100038,VOLTURNO SASSETTI,10003801,SEBENICO 1-3-5 (VIA),VIA SEBENICO,1,MILANO,,VIA SEBENICO 1 MILANO,45.4876868,9.1931606
130,100038,VOLTURNO SASSETTI,10003802,VOLTURNO 26-28-30 (VIA),VIA VOLTURNO,26-28-30,MILANO,,VIA VOLTURNO 26-28-30 MILANO,45.4872101,9.1913998
131,100038,VOLTURNO SASSETTI,10003803,VOLTURNO 32 (VIA),VIA VOLTURNO,32,MILANO,,VIA VOLTURNO 32 MILANO,45.5974532,8.9083157
132,100039,PONTE LAMBRO,10003901,RILKE RAINER MARIA 6-10 (VIA),VIA RILKE RAINER MARIA,6 - 10,MILANO,,VIA RILKE RAINER MARIA 6 - 10 MILANO,45.4383831,9.2659347
133,100040,STAMIRA D'ANCONA,10004001,DEI VALTORTA 57 A-B-C (VIA),VIA DEI VALTORTA,57,MILANO,SI,VIA DEI VALTORTA 57 MILANO,,
134,100040,STAMIRA D'ANCONA,10004002,DEI VALTORTA 57 D-E-F (VIA),VIA DEI VALTORTA,57,MILANO,SI,VIA DEI VALTORTA 57 MILANO,,
135,100041,AGILULFO,10004101,"AGILULFO, 18 (VIA)",VIA AGILULFO,18,MILANO,,VIA AGILULFO 18 MILANO,45.4332094,9.1744342
136,100042,BERGAMINI DUE,10004201,BERGAMINI 5 A-B (VIA),VIA BERGAMINI,5,MILANO,,VIA BERGAMINI 5 MILANO,45.4619158,9.1941131
137,100043,BERGAMINI,10004301,"BERGAMINI, 1 (VIA)",VIA BERGAMINI,1,MILANO,,VIA BERGAMINI 1 MILANO,45.4623234,9.1939118
138,100044,DEGLI ASSERETO,10004401,DEGLI ASSERETO 19 (VIA),VIA DEGLI ASSERETO,19,MILANO,,VIA DEGLI ASSERETO 19 MILANO,45.4896726,9.1958844
139,100045,GRATOSOGLIO,10004501,GRATOSOGLIO 73/4 (VIA),VIA GRATOSOGLIO,73/4,MILANO,,VIA GRATOSOGLIO 73/4 MILANO,45.4136659,9.1707775
140,100046,CHIESA ROSSA,10004601,S. GIACOMO 2 (VIA),VIA SAN GIACOMO,2,MILANO,SI,VIA SAN GIACOMO 2 MILANO,45.4298456,9.1729694
