,CODICE COMPLESSO,DENOMINAZIONE COMPLESSO,CODICE EDIFICIO,DENOMINAZIONE EDIFICIO,INDIRIZZO,CIVICO,COMUNE,CONDOMINIO,full_address,lat,lon
564,300010,AMORETTI 14,30001003,AMORETTI CARLO 12 A-B-C-D (VIA),VIA AMORETTI CARLO,12,MILANO,,VIA AMORETTI CARLO 12 MILANO,45.518856,9.1370436
565,300010,AMORETTI 14,30001004,AMORETTI CARLO 12 E-F (VIA),VIA AMORETTI CARLO,12,MILANO,,VIA AMORETTI CARLO 12 MILANO,45.518856,9.1370436
566,300010,AMORETTI 14,30001005,AMORETTI CARLO 14 A-B-C-D (VIA),VIA AMORETTI CARLO,14,MILANO,,VIA AMORETTI CARLO 14 MILANO,45.518856,9.1370436
567,300010,AMORETTI 14,30001006,AMORETTI CARLO 14 E-F (VIA),VIA AMORETTI CARLO,14,MILANO,,VIA AMORETTI CARLO 14 MILANO,45.518856,9.1370436
568,300010,AMORETTI 14,30001007,PASCARELLA CESARE 35 (VIA),VIA PASCARELLA CESARE,35,MILANO,,VIA PASCARELLA CESARE 35 MILANO,45.5161035,9.1433017
569,300010,AMORETTI 14,30001008,CAPUANA LUIGI 3 (VIA),VIA CAPUANA LUIGI,3,MILANO,,VIA CAPUANA LUIGI 3 MILANO,45.5355252,9.021691152722912
570,300010,AMORETTI 14,30001009,CAPUANA LUIGI 7 A-B-C-D-E (VIA),VIA CAPUANA LUIGI,7,MILANO,,VIA CAPUANA LUIGI 7 MILANO,45.4207304,9.0541452
571,300010,AMORETTI 14,30001010,CAPUANA LUIGI 7 F-G-H-I (VIA),VIA CAPUANA LUIGI,7,MILANO,,VIA CAPUANA LUIGI 7 MILANO,45.4207304,9.0541452
572,300010,AMORETTI 14,30001011,PASCARELLA CESARE 33 (VIA),VIA PASCARELLA CESARE,33,MILANO,,VIA PASCARELLA CESARE 33 MILANO,45.5161035,9.1433017
573,300010,AMORETTI 14,30001012,PASCARELLA CESARE 29 (VIA),VIA PASCARELLA CESARE,29,MILANO,,VIA PASCARELLA CESARE 29 MILANO,45.5161035,9.1433017
574,300010,AMORETTI 14,30001013,PASCARELLA CESARE 34 (VIA),VIA PASCARELLA CESARE,34,MILANO,,VIA PASCARELLA CESARE 34 MILANO,45.5161035,9.1433017
575,300010,AMORETTI 14,30001014,PASCARELLA CESARE 30 (VIA),VIA PASCARELLA CESARE,30,MILANO,,VIA PASCARELLA CESARE 30 MILANO,45.5161035,9.1433017
576,300011,COGNE,30001101,COGNE 9 A-B-C-D (VIA),VIA COGNE,9,MILANO,,VIA COGNE 9 MILANO,45.5164552,9.1284912
577,300011,COGNE,30001102,COGNE 9 E-F-G-H (VIA),VIA COGNE,9,MILANO,,VIA COGNE 9 MILANO,45.5164552,9.1284912
578,300011,COGNE,30001103,COGNE 9 I-L-M-N (VIA),VIA COGNE,9,MILANO,,VIA COGNE 9 MILANO,45.5164552,9.1284912
579,300011,COGNE,30001104,COGNE 11 A-B-M-N (VIA),VIA COGNE,11,MILANO,,VIA COGNE 11 MILANO,45.5166018,9.1293692
580,300011,COGNE,30001105,COGNE 11 C-D-E-F (VIA),VIA COGNE,11,MILANO,,VIA COGNE 11 MILANO,45.5166018,9.1293692
581,300011,COGNE,30001106,COGNE 11 G-H-I-L (VIA),VIA COGNE,11,MILANO,,VIA COGNE 11 MILANO,45.5166018,9.1293692
582,300011,COGNE,30001107,COGNE 11 O-P-Q-R (VIA),VIA COGNE,11,MILANO,,VIA COGNE 11 MILANO,45.5166018,9.1293692
583,300011,COGNE,30001108,COGNE 11 (VIA)- PORTINERIA,VIA COGNE,11,MILANO,,VIA COGNE 11 MILANO,45.5166018,9.1293692
584,300011,COGNE,30001109,COGNE 9 (VIA)- PORTINERIA,VIA COGNE,9,MILANO,,VIA COGNE 9 MILANO,45.5164552,9.1284912
585,300012,PASCARELLA 20,30001201,PASCARELLA CESARE 20 A-B-C (VIA),VIA PASCARELLA CESARE,20,MILANO,,VIA PASCARELLA CESARE 20 MILANO,45.5168375,9.1432689
586,300012,PASCARELLA 20,30001202,PASCARELLA CESARE 20 D-E (VIA),VIA PASCARELLA CESARE,20,MILANO,,VIA PASCARELLA CESARE 20 MILANO,45.5168375,9.1432689
587,300012,PASCARELLA 20,30001203,PASCARELLA CESARE 20 F-G-H (VIA),VIA PASCARELLA CESARE,20,MILANO,,VIA PASCARELLA CESARE 20 MILANO,45.5168375,9.1432689
588,300012,PASCARELLA 20,30001204,PASCARELLA CESARE 20 I-L-M-N (VIA),VIA PASCARELLA CESARE,20,MILANO,,VIA PASCARELLA CESARE 20 MILANO,45.5168375,9.1432689
589,300012,PASCARELLA 20,30001205,PASCARELLA CESARE 18 A-B-C (VIA),VIA PASCARELLA CESARE,18,MILANO,,VIA PASCARELLA CESARE 18 MILANO,45.516043,9.143516
590,300012,PASCARELLA 20,30001206,PASCARELLA CESARE 18 D-E-F (VIA),VIA PASCARELLA CESARE,18,MILANO,,VIA PASCARELLA CESARE 18 MILANO,45.516043,9.143516
591,300012,PASCARELLA 20,30001207,PASCARELLA CESARE 18 G-H-I-L (VIA),VIA PASCARELLA CESARE,18,MILANO,,VIA PASCARELLA CESARE 18 MILANO,45.516043,9.143516
592,300012,PASCARELLA 20,30001208,SIMONI RENATO 3 A-B-C (VIA),VIA SIMONI RENATO,3,MILANO,,VIA SIMONI RENATO 3 MILANO,45.5156493889,9.14483985999
593,300012,PASCARELLA 20,30001209,SIMONI RENATO 3 D-E (VIA),VIA SIMONI RENATO,3,MILANO,,VIA SIMONI RENATO 3 MILANO,45.5156493889,9.14483985999
594,300012,PASCARELLA 20,30001210,SIMONI RENATO 3 F-G (VIA),VIA SIMONI RENATO,3,MILANO,,VIA SIMONI RENATO 3 MILANO,45.5156493889,9.14483985999
595,300013,CAPUANA 4,30001301,CAPUANA LUIGI 2 (VIA),VIA CAPUANA LUIGI,2,MILANO,,VIA CAPUANA LUIGI 2 MILANO,45.4209835,9.0545416
596,300013,CAPUANA 4,30001302,CAPUANA LUIGI 4 (VIA),VIA CAPUANA LUIGI,4,MILANO,,VIA CAPUANA LUIGI 4 MILANO,45.4209206,9.0543779
597,300013,CAPUANA 4,30001303,SATTA SEBASTIANO 7 A-B-C-D (VIA),VIA SATTA SEBASTIANO,7,MILANO,,VIA SATTA SEBASTIANO 7 MILANO,45.5171820702,9.13911256645
598,300013,CAPUANA 4,30001304,SATTA SEBASTIANO 7 E-F-G-H-I (VIA),VIA SATTA SEBASTIANO,7,MILANO,,VIA SATTA SEBASTIANO 7 MILANO,45.5171820702,9.13911256645
599,300013,CAPUANA 4,30001305,SATTA SEBASTIANO 9 A-B-C (VIA),VIA SATTA SEBASTIANO,9,MILANO,,VIA SATTA SEBASTIANO 9 MILANO,45.5174010884,9.14031250547
600,300013,CAPUANA 4,30001306,SATTA SEBASTIANO 9 D-E-F (VIA),VIA SATTA SEBASTIANO,9,MILANO,,VIA SATTA SEBASTIANO 9 MILANO,45.5174010884,9.14031250547
601,300013,CAPUANA 4,30001307,SATTA SEBASTIANO 11 A-B-C (VIA),VIA SATTA SEBASTIANO,11,MILANO,,VIA SATTA SEBASTIANO 11 MILANO,45.5175037636,9.14107388067
602,300013,CAPUANA 4,30001308,SATTA SEBASTIANO 11 D-E-F (VIA),VIA SATTA SEBASTIANO,11,MILANO,,VIA SATTA SEBASTIANO 11 MILANO,45.5175037636,9.14107388067
603,300014,GALLARATESE G2,30001401,CILEA FRANCESCO 120 (VIA),VIA CILEA FRANCESCO,120,MILANO,,VIA CILEA FRANCESCO 120 MILANO,45.5013074,9.0955772
604,300014,GALLARATESE G2,30001402,CILEA FRANCESCO 118 (VIA),VIA CILEA FRANCESCO,118,MILANO,,VIA CILEA FRANCESCO 118 MILANO,45.500286048,9.0951106
605,300015,SATTA 5,30001501,GAZZOLETTI ANTONIO 10 A-B-C-D (VIA),VIA GAZZOLETTI ANTONIO,10,MILANO,,VIA GAZZOLETTI ANTONIO 10 MILANO,45.5175795,9.1369612
606,300015,SATTA 5,30001502,GAZZOLETTI ANTONIO 10 E-F-G (VIA),VIA GAZZOLETTI ANTONIO,10,MILANO,,VIA GAZZOLETTI ANTONIO 10 MILANO,45.5175795,9.1369612
607,300015,SATTA 5,30001503,LESSONA MICHELE 42 (VIA),VIA LESSONA MICHELE,42,MILANO,,VIA LESSONA MICHELE 42 MILANO,45.5179315,9.1354335
608,300015,SATTA 5,30001504,SATTA SEBASTIANO 1 (VIA),VIA SATTA SEBASTIANO,1,MILANO,,VIA SATTA SEBASTIANO 1 MILANO,45.5167842851,9.13660780652
609,300015,SATTA 5,30001505,SATTA SEBASTIANO 3 A-B-C-D-E-F-G-H (VIA),VIA SATTA SEBASTIANO,3,MILANO,,VIA SATTA SEBASTIANO 3 MILANO,45.5168926429,9.13731748907
610,300015,SATTA 5,30001506,SATTA SEBASTIANO 3 I-L-M (VIA),VIA SATTA SEBASTIANO,3,MILANO,,VIA SATTA SEBASTIANO 3 MILANO,45.5168926429,9.13731748907
611,300015,SATTA 5,30001507,SATTA SEBASTIANO 5 (VIA),VIA SATTA SEBASTIANO,5,MILANO,,VIA SATTA SEBASTIANO 5 MILANO,45.5170196925,9.13801329714
612,300016,GOYA 11,30001601,GOYA FRANCESCO 11 (VIA),VIA GOYA FRANCESCO,11,MILANO,,VIA GOYA FRANCESCO 11 MILANO,45.4864651,9.1309527
613,300017,SANT'ELIA 32,30001701,GOYA FRANCESCO 62.1-3 (VIA),VIA GOYA FRANCESCO,62.1,MILANO,,VIA GOYA FRANCESCO 62.1 MILANO,45.4864651,9.1309527
614,300017,SANT'ELIA 32,30001702,GOYA FRANCESCO 62.5-7 (VIA),VIA GOYA FRANCESCO,62.5,MILANO,,VIA GOYA FRANCESCO 62.5 MILANO,45.4864651,9.1309527
615,300017,SANT'ELIA 32,30001703,SANT'ELIA ANTONIO 32 (VIA),VIA SANT'ELIA ANTONIO,32,MILANO,,VIA SANT'ELIA ANTONIO 32 MILANO,45.4869102298,9.13037738816
616,300018,SIRONI 5,30001801,SIRONI MARIO 5 (VIA),VIA SIRONI MARIO,5,MILANO,,VIA SIRONI MARIO 5 MILANO,45.5449467,8.9422643
617,300019,TERRAGNI,30001901,TERRAGNI GIUSEPPE 34 (VIA),VIA TERRAGNI GIUSEPPE,34,MILANO,,VIA TERRAGNI GIUSEPPE 34 MILANO,45.4841134,9.1326678
618,300020,VAL MARTELLO,30002001,VAL MARTELLO 2 (VIA),VIA VAL MARTELLO,2,MILANO,,VIA VAL MARTELLO 2 MILANO,45.4836233,9.1353048
619,300020,VAL MARTELLO,30002002,VAL MARTELLO 4 (VIA),VIA VAL MARTELLO,4,MILANO,,VIA VAL MARTELLO 4 MILANO,45.4836233,9.1353048
620,300020,VAL MARTELLO,30002003,VAL MARTELLO 1 (VIA),VIA VAL MARTELLO,1,MILANO,,VIA VAL MARTELLO 1 MILANO,45.4836233,9.1353048
621,300020,VAL MARTELLO,30002004,VAL MARTELLO 3 (VIA),VIA VAL MARTELLO,3,MILANO,,VIA VAL MARTELLO 3 MILANO,45.4836233,9.1353048
622,300020,VAL MARTELLO,30002005,VAL MARTELLO 5 (VIA),VIA VAL MARTELLO,5,MILANO,,VIA VAL MARTELLO 5 MILANO,45.4836233,9.1353048
623,300021,GAZZOLETTI 6,30002101,GAZZOLETTI ANTONIO 6 (VIA),VIA GAZZOLETTI ANTONIO,6,MILANO,,VIA GAZZOLETTI ANTONIO 6 MILANO,45.5175795,9.1369612
624,300022,SESTINI,30002201,SESTINI BARTOLOMEO 45 (VIA),VIA SESTINI BARTOLOMEO,45,MILANO,,VIA SESTINI BARTOLOMEO 45 MILANO,45.5183627,9.1749619
625,300023,STATUTO,30002301,STATUTO 15-17 (VIA),VIA STATUTO,15/17,MILANO,,VIA STATUTO 15/17 MILANO,45.5567797,8.9391708
626,300024,MANGIAGALLI,30002401,DE PREDIS GIOVANNI 9 A-B (VIA),VIA DE PREDIS GIOVANNI AMBROGIO,9,MILANO,,VIA DE PREDIS GIOVANNI AMBROGIO 9 MILANO,45.4970979,9.1514666
627,300024,MANGIAGALLI,30002402,DE PREDIS GIOVANNI 9 C (VIA),VIA DE PREDIS GIOVANNI AMBROGIO,9,MILANO,,VIA DE PREDIS GIOVANNI AMBROGIO 9 MILANO,45.4970979,9.1514666
628,300024,MANGIAGALLI,30002403,DE PREDIS GIOVANNI 9 D (VIA),VIA DE PREDIS GIOVANNI AMBROGIO,9,MILANO,,VIA DE PREDIS GIOVANNI AMBROGIO 9 MILANO,45.4970979,9.1514666
629,300024,MANGIAGALLI,30002404,DE PREDIS GIOVANNI 9 E-F-G (VIA),VIA DE PREDIS GIOVANNI AMBROGIO,9,MILANO,,VIA DE PREDIS GIOVANNI AMBROGIO 9 MILANO,45.4970979,9.1514666
630,300024,MANGIAGALLI,30002405,JACOPINO DA TRADATE 16 A-B (VIA),VIA JACOPINO DA TRADATE,16,MILANO,,VIA JACOPINO DA TRADATE 16 MILANO,45.49639,9.1502346
631,300024,MANGIAGALLI,30002406,JACOPINO DA TRADATE 16 C (VIA),VIA JACOPINO DA TRADATE,16,MILANO,,VIA JACOPINO DA TRADATE 16 MILANO,45.49639,9.1502346
632,300024,MANGIAGALLI,30002407,JACOPINO DA TRADATE 16 D (VIA),VIA JACOPINO DA TRADATE,16,MILANO,,VIA JACOPINO DA TRADATE 16 MILANO,45.49639,9.1502346
633,300024,MANGIAGALLI,30002408,JACOPINO DA TRADATE 16 E-F (VIA),VIA JACOPINO DA TRADATE,16,MILANO,,VIA JACOPINO DA TRADATE 16 MILANO,45.49639,9.1502346
634,300025,SIRONI 1-3,30002501,SIRONI MARIO 1 (VIA),VIA SIRONI MARIO,1,MILANO,,VIA SIRONI MARIO 1 MILANO,45.4853097,9.1356088
635,300025,SIRONI 1-3,30002502,SIRONI MARIO 3 (VIA),VIA SIRONI MARIO,3,MILANO,,VIA SIRONI MARIO 3 MILANO,45.4853097,9.1356088
636,300026,VITTANI 1-5,30002601,VITTANI GIOVANNI 5 A-B-C (VIA),VIA VITTANI GIOVANNI,5,MILANO,,VIA VITTANI GIOVANNI 5 MILANO,45.5174167,9.1407307
637,300026,VITTANI 1-5,30002602,VITTANI GIOVANNI 5 D-E-F (VIA),VIA VITTANI GIOVANNI,5,MILANO,,VIA VITTANI GIOVANNI 5 MILANO,45.5174167,9.1407307
638,300026,VITTANI 1-5,30002603,VITTANI GIOVANNI 5 G-H-I (VIA),VIA VITTANI GIOVANNI,5,MILANO,,VIA VITTANI GIOVANNI 5 MILANO,45.5174167,9.1407307
639,300026,VITTANI 1-5,30002604,VITTANI GIOVANNI 1 (VIA),VIA VITTANI GIOVANNI,1,MILANO,,VIA VITTANI GIOVANNI 1 MILANO,45.5174167,9.1407307
640,300027,VITTANI 6,30002701,VITTANI GIOVANNI 6 A-B (VIA),VIA VITTANI GIOVANNI,6,MILANO,,VIA VITTANI GIOVANNI 6 MILANO,45.5174167,9.1407307
641,300027,VITTANI 6,30002702,VITTANI GIOVANNI 6 C-D-E (VIA),VIA VITTANI GIOVANNI,6,MILANO,,VIA VITTANI GIOVANNI 6 MILANO,45.5174167,9.1407307
642,300027,VITTANI 6,30002703,VITTANI GIOVANNI 6 F-G (VIA),VIA VITTANI GIOVANNI,6,MILANO,,VIA VITTANI GIOVANNI 6 MILANO,45.5174167,9.1407307
643,300027,VITTANI 6,30002704,VITTANI GIOVANNI 6 - BOX (VIA),VIA VITTANI GIOVANNI,6,MILANO,,VIA VITTANI GIOVANNI 6 MILANO,45.5174167,9.1407307
644,300028,DI LORENZO TINA 9,30002801,DI LORENZO TINA 9 A-B (VIA),VIA DI LORENZO TINA,9,MILANO,,VIA DI LORENZO TINA 9 MILANO,45.516647729,9.1399664843
645,300028,DI LORENZO TINA 9,30002802,DI LORENZO TINA 9 C-D-E (VIA),VIA DI LORENZO TINA,9,MILANO,,VIA DI LORENZO TINA 9 MILANO,45.516647729,9.1399664843
646,300028,DI LORENZO TINA 9,30002803,DI LORENZO TINA 9 F-G (VIA),VIA DI LORENZO TINA,9,MILANO,,VIA DI LORENZO TINA 9 MILANO,45.516647729,9.1399664843
647,300029,FRATELLI ANTONA TRAVERSI,30002901,FRATELLI ANTONA TRAVERSI 24 A-B (VIA),VIA F.LLI ANTONA TRAVERSI,24,MILANO,,VIA F.LLI ANTONA TRAVERSI 24 MILANO,,
648,300029,FRATELLI ANTONA TRAVERSI,30002902,FRATELLI ANTONA TRAVERSI 24 C-D-E (VIA),VIA F.LLI ANTONA TRAVERSI,24,MILANO,,VIA F.LLI ANTONA TRAVERSI 24 MILANO,,
649,300029,FRATELLI ANTONA TRAVERSI,30002903,FRATELLI ANTONA TRAVERSI 24 F-G (VIA),VIA F.LLI ANTONA TRAVERSI,24,MILANO,,VIA F.LLI ANTONA TRAVERSI 24 MILANO,,
650,300030,BOCCIONI,30003001,BOCCIONI UMBERTO 10 A-B-C (LARGO),LARGO BOCCIONI UMBERTO,10,MILANO,,LARGO BOCCIONI UMBERTO 10 MILANO,45.5116301,9.1279937
651,300030,BOCCIONI,30003002,BOCCIONI UMBERTO 10 D-E-F (LARGO),LARGO BOCCIONI UMBERTO,10,MILANO,,LARGO BOCCIONI UMBERTO 10 MILANO,45.5116301,9.1279937
652,300030,BOCCIONI,30003003,BOCCIONI UMBERTO 10 G-H-I (LARGO),LARGO BOCCIONI UMBERTO,10,MILANO,,LARGO BOCCIONI UMBERTO 10 MILANO,45.5116301,9.1279937
653,300030,BOCCIONI,30003004,BOCCIONI UMBERTO 10 L-M-N (LARGO),LARGO BOCCIONI UMBERTO,10,MILANO,,LARGO BOCCIONI UMBERTO 10 MILANO,45.5116301,9.1279937
654,300030,BOCCIONI,30003005,BOCCIONI UMBERTO 10 O-P-Q (LARGO),LARGO BOCCIONI UMBERTO,10,MILANO,,LARGO BOCCIONI UMBERTO 10 MILANO,45.5116301,9.1279937
655,300030,BOCCIONI,30003006,BOCCIONI UMBERTO 10 R-S-T (LARGO),LARGO BOCCIONI UMBERTO,10,MILANO,,LARGO BOCCIONI UMBERTO 10 MILANO,45.5116301,9.1279937
656,300030,BOCCIONI,30003007,BOCCIONI UMBERTO 10 U-V-Z (LARGO),LARGO BOCCIONI UMBERTO,10,MILANO,,LARGO BOCCIONI UMBERTO 10 MILANO,45.5116301,9.1279937
657,300030,BOCCIONI,30003008,BOCCIONI UMBERTO 10 K-W-X (LARGO),LARGO BOCCIONI UMBERTO,10,MILANO,,LARGO BOCCIONI UMBERTO 10 MILANO,45.5116301,9.1279937
658,300030,BOCCIONI,30003009,BOCCIONI UMBERTO 10 (LARGO)- PORTINERIA,LARGO BOCCIONI UMBERTO,10,MILANO,,LARGO BOCCIONI UMBERTO 10 MILANO,45.5116301,9.1279937
659,300031,COGNE II,30003101,COGNE 4 (VIA),VIA COGNE,4,MILANO,,VIA COGNE 4 MILANO,45.5163087,9.1282764
660,300031,COGNE II,30003102,COGNE 4 (VIA)- PORTINERIA,VIA COGNE,4,MILANO,,VIA COGNE 4 MILANO,45.5163087,9.1282764
661,300032,BRUZZANO II,30003201,DEL TAMIGI 7 A (VIA),VIA DEL TAMIGI,7,MILANO,,VIA DEL TAMIGI 7 MILANO,45.5277143,9.1716651
662,300032,BRUZZANO II,30003202,DEL TAMIGI 7 B (VIA),VIA DEL TAMIGI,7,MILANO,,VIA DEL TAMIGI 7 MILANO,45.5277143,9.1716651
663,300032,BRUZZANO II,30003203,DEL TAMIGI 7 C (VIA),VIA DEL TAMIGI,7,MILANO,,VIA DEL TAMIGI 7 MILANO,45.5277143,9.1716651
664,300032,BRUZZANO II,30003204,DEL TAMIGI 7 D (VIA),VIA DEL TAMIGI,7,MILANO,,VIA DEL TAMIGI 7 MILANO,45.5277143,9.1716651
665,300033,COGNE III,30003301,COGNE 20 (VIA),VIA COGNE,20,MILANO,,VIA COGNE 20 MILANO,45.5162741,9.1287533
666,300033,COGNE III,30003302,ARSIA 10-12-14-16 (VIA),VIA ARSIA,10,MILANO,,VIA ARSIA 10 MILANO,45.5156613,9.1280651
667,300033,COGNE III,30003303,ARSIA 6-8 (VIA),VIA ARSIA,6,MILANO,,VIA ARSIA 6 MILANO,45.5153011,9.128177
668,300033,COGNE III,30003304,CARBONIA 1 (VIA),VIA CARBONIA,1,MILANO,,VIA CARBONIA 1 MILANO,45.5153826,9.1290574
669,300034,GARIBALDI,30003401,GARIBALDI 89 (CSO),CORSO GARIBALDI GIUSEPPE,89,MILANO,,CORSO GARIBALDI GIUSEPPE 89 MILANO,45.4767216,9.1840544
670,300034,GARIBALDI,30003402,GARIBALDI 91 (CSO),CORSO GARIBALDI GIUSEPPE,91,MILANO,,CORSO GARIBALDI GIUSEPPE 91 MILANO,45.4769076,9.1841438
671,300035,NATTA,30003501,NATTA GIULIO 20 (VIA),VIA NATTA GIULIO,20,MILANO,,VIA NATTA GIULIO 20 MILANO,45.4887504,9.1187053
672,300036,NEGROTTO,30003601,NEGROTTO MICHELE PERICLE 18-1 (VIA),VIA NEGROTTO MICHELE PERICLE,18,MILANO,,VIA NEGROTTO MICHELE PERICLE 18 MILANO,45.501582,9.1474284
673,300036,NEGROTTO,30003602,NEGROTTO MICHELE PERICLE 18-2 (VIA),VIA NEGROTTO MICHELE PERICLE,18,MILANO,,VIA NEGROTTO MICHELE PERICLE 18 MILANO,45.501582,9.1474284
674,300036,NEGROTTO,30003603,NEGROTTO MICHELE PERICLE 18-3 (VIA),VIA NEGROTTO MICHELE PERICLE,18,MILANO,,VIA NEGROTTO MICHELE PERICLE 18 MILANO,45.501582,9.1474284
675,300036,NEGROTTO,30003604,NEGROTTO MICHELE PERICLE 18-4 (VIA),VIA NEGROTTO MICHELE PERICLE,18,MILANO,,VIA NEGROTTO MICHELE PERICLE 18 MILANO,45.501582,9.1474284
676,300036,NEGROTTO,30003605,NEGROTTO MICHELE PERICLE 18-5 (VIA),VIA NEGROTTO MICHELE PERICLE,18,MILANO,,VIA NEGROTTO MICHELE PERICLE 18 MILANO,45.501582,9.1474284
677,300036,NEGROTTO,30003606,NEGROTTO MICHELE PERICLE 18-6 (VIA),VIA NEGROTTO MICHELE PERICLE,18,MILANO,,VIA NEGROTTO MICHELE PERICLE 18 MILANO,45.501582,9.1474284
678,300037,PONTACCIO,30003701,PONTACCIO 18 (VIA),VIA PONTACCIO,18,MILANO,,VIA PONTACCIO 18 MILANO,45.4723644,9.1845623
679,300038,VILLAPIZZONE III,30003801,"VILLAPIZZONE, 15-17 (VIA)",VIA VILLAPIZZONE,15,MILANO,,VIA VILLAPIZZONE 15 MILANO,45.4998499,9.1433033
680,300039,VIALBA II,30003901,"CITTADINI 2 (VIA), ZOAGLI 1 (VIA)",VIA ZOAGLI ADELE,1,MILANO,,VIA ZOAGLI ADELE 1 MILANO,45.5125144,9.1287672
681,300040,ZOAGLI,30004001,ZOAGLI ADELE 7 A (VIA),VIA ZOAGLI ADELE,7,MILANO,,VIA ZOAGLI ADELE 7 MILANO,45.5125144,9.1287672
682,300040,ZOAGLI,30004002,ZOAGLI ADELE 7 B (VIA),VIA ZOAGLI ADELE,7,MILANO,,VIA ZOAGLI ADELE 7 MILANO,45.5125144,9.1287672
683,300041,SAN LEONARDO,30004101,VISCONTI ALEX 20 (VIA),VIA VISCONTI ALEX,20/A,MILANO,SI,VIA VISCONTI ALEX 20/A MILANO,45.5031907,9.1013914
684,300041,SAN LEONARDO,30004102,VISCONTI ALEX 22 (VIA),VIA VISCONTI ALEX,22/A,MILANO,SI,VIA VISCONTI ALEX 22/A MILANO,45.5041363,9.1004422
685,300041,SAN LEONARDO,30004103,VISCONTI ALEX 24 (VIA),VIA VISCONTI ALEX,24/A,MILANO,SI,VIA VISCONTI ALEX 24/A MILANO,45.5031907,9.1013914
686,300041,SAN LEONARDO,30004104,VISCONTI ALEX 26 (VIA),VIA VISCONTI ALEX,26/A,MILANO,SI,VIA VISCONTI ALEX 26/A MILANO,45.5031907,9.1013914
687,300042,APPENNINI I°,30004201,VISCONTI ALEX 2-8 (VIA),VIA VISCONTI ALEX,2,MILANO,SI,VIA VISCONTI ALEX 2 MILANO,45.503731,9.1036966
688,300042,APPENNINI I°,30004202,APPENNINI 95-105 (VIA),VIA APPENNINI,103,MILANO,SI,VIA APPENNINI 103 MILANO,45.5043864,9.1032828
689,300042,APPENNINI I°,30004203,APPENNINI 107-117 (VIA),VIA APPENNINI,107,MILANO,SI,VIA APPENNINI 107 MILANO,45.504354,9.102485
690,300042,APPENNINI I°,30004204,APPENNINI 125-135 (VIA),VIA APPENNINI,125,MILANO,SI,VIA APPENNINI 125 MILANO,45.5047021,9.1027192
691,300042,APPENNINI I°,30004205,APPENNINI 137-145 (VIA),VIA APPENNINI,137,MILANO,SI,VIA APPENNINI 137 MILANO,45.5050088,9.1017784
692,300042,APPENNINI I°,30004206,APPENNINI 149-159 (VIA),VIA APPENNINI,149,MILANO,SI,VIA APPENNINI 149 MILANO,45.5053751,9.1012097
693,300042,APPENNINI I°,30004207,APPENNINI 161-167 (VIA),VIA APPENNINI,161,MILANO,SI,VIA APPENNINI 161 MILANO,45.5051383,9.0996276
694,300042,APPENNINI I°,30004208,APPENNINI 169-179 (VIA),VIA APPENNINI,169,MILANO,SI,VIA APPENNINI 169 MILANO,45.5054648,9.0997866
695,300042,APPENNINI I°,30004209,APPENNINI 181-187 (VIA),VIA APPENNINI,181,MILANO,SI,VIA APPENNINI 181 MILANO,45.5054315,9.0980581
696,300042,APPENNINI I°,30004210,APPENNINI 191-197 (VIA),VIA APPENNINI,195,MILANO,SI,VIA APPENNINI 195 MILANO,45.5057658,9.0976987
697,300042,APPENNINI I°,30004211,APPENNINI 199-209 (VIA),VIA APPENNINI,199,MILANO,SI,VIA APPENNINI 199 MILANO,45.5056296,9.0967183
698,410102,SAN GIUSEPPE,41010201,SAN GIUSEPPE (PIAZZA),PIAZZA SAN GIUSEPPE,8-10-12,MILANO,,PIAZZA SAN GIUSEPPE 8-10-12 MILANO,45.5266401,9.2063822
699,410103,BRUGHERIO,41010301,"ANDREANI, 9 (VIA)",VIA PAOLO ANDREANI,9,BRUGHERIO,SI,VIA PAOLO ANDREANI 9 BRUGHERIO,45.5525347,9.2817209
700,410104,TAVAZZANO,41010401,DI VITTORIO A (VIA),VIA DI VITTORIO GIUSEPPE,4,"TAVAZZANO CON
VILLAVESCO",,"VIA DI VITTORIO GIUSEPPE 4 TAVAZZANO CON
VILLAVESCO",,
701,410104,TAVAZZANO,41010402,DI VITTORIO B (VIA),VIA DI VITTORIO GIUSEPPE,4,"TAVAZZANO CON
VILLAVESCO",,"VIA DI VITTORIO GIUSEPPE 4 TAVAZZANO CON
VILLAVESCO",,
702,410105,DINI,41010501,"DINI, 14/2 (VIA)",VIA DINI ULISSE,14/2,MILANO,,VIA DINI ULISSE 14/2 MILANO,45.4290639,9.1796322
703,410180,BISNATI,41018001,BISNATI A EST 7 (VIA),VIA BISNATI ALESSANDRO,7,MILANO,,VIA BISNATI ALESSANDRO 7 MILANO,45.5231546,9.1789094
704,410180,BISNATI,41018002,BISNATI A OVEST 7 (VIA),VIA BISNATI ALESSANDRO,7,MILANO,,VIA BISNATI ALESSANDRO 7 MILANO,45.5231546,9.1789094
705,410181,CALTAGIRONE,41018101,"CALTAGIRONE, 9 (VIA)",VIA CALTAGIRONE,9,MILANO,,VIA CALTAGIRONE 9 MILANO,45.5239322,9.1735077
706,410182,DRAGO,41018201,"DRAGO, 3 (VIA)",VIA DRAGO MARIA,3,MILANO,,VIA DRAGO MARIA 3 MILANO,45.512012,9.1283266
707,410183,RIZZARDI,41018301,"RIZZARDI, 22 (VIA)",VIA F.LLI RIZZARDI,22,MILANO,,VIA F.LLI RIZZARDI 22 MILANO,,
